类,继承类,静态,属性,属性get/set,函数,类型(属性类型或者函数返回类型),转换类,是否需要删前缀,转换属性,转换属性格式,转换函数,转换函数参数,转换是否实现,错误提示,权重,测试
flash.ui.Keyboard,,1,SEARCH,,,uint,flash.Keyboard,1,flash.Keyboard.SEARCH,,,,1,,,
flash.ui.Keyboard,,1,STRING_F5,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F5,,,,1,,,
flash.ui.Keyboard,,1,STRING_F6,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F6,,,,1,,,
flash.ui.Keyboard,,1,NUMPAD_DECIMAL,,,uint,flash.Keyboard,1,flash.Keyboard.NUMPAD_DECIMAL,,,,1,,,
flash.ui.Keyboard,,1,STRING_F8,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F8,,,,1,,,
flash.ui.Keyboard,,1,STRING_F9,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F9,,,,1,,,
flash.ui.Keyboard,,1,STRING_F7,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F7,,,,1,,,
flash.ui.Keyboard,,1,STRING_F10,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F10,,,,1,,,
flash.ui.Keyboard,,1,STRING_F11,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F11,,,,1,,,
flash.ui.Keyboard,,1,STRING_F13,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F13,,,,1,,,
flash.ui.Keyboard,,1,STRING_F14,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F14,,,,1,,,
flash.ui.Keyboard,,1,STRING_F12,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F12,,,,1,,,
flash.ui.Keyboard,,1,STRING_F15,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F15,,,,1,,,
flash.ui.Keyboard,,1,B,,,uint,flash.Keyboard,1,flash.Keyboard.B,,,,1,,,
flash.ui.Keyboard,,1,STRING_F16,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F16,,,,1,,,
flash.ui.Keyboard,,1,C,,,uint,flash.Keyboard,1,flash.Keyboard.C,,,,1,,,
flash.ui.Keyboard,,1,A,,,uint,flash.Keyboard,1,flash.Keyboard.A,,,,1,,,
flash.ui.Keyboard,,1,D,,,uint,flash.Keyboard,1,flash.Keyboard.D,,,,1,,,
flash.ui.Keyboard,,1,STRING_F18,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F18,,,,1,,,
flash.ui.Keyboard,,1,E,,,uint,flash.Keyboard,1,flash.Keyboard.E,,,,1,,,
flash.ui.Keyboard,,1,STRING_F19,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F19,,,,1,,,
flash.ui.Keyboard,,1,STRING_F17,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F17,,,,1,,,
flash.ui.Keyboard,,1,STRING_F20,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F20,,,,1,,,
flash.ui.Keyboard,,1,G,,,uint,flash.Keyboard,1,flash.Keyboard.G,,,,1,,,
flash.ui.Keyboard,,1,STRING_F21,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F21,,,,1,,,
flash.ui.Keyboard,,1,H,,,uint,flash.Keyboard,1,flash.Keyboard.H,,,,1,,,
flash.ui.Keyboard,,1,F,,,uint,flash.Keyboard,1,flash.Keyboard.F,,,,1,,,
flash.ui.Keyboard,,1,I,,,uint,flash.Keyboard,1,flash.Keyboard.I,,,,1,,,
flash.ui.Keyboard,,1,STRING_F23,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F23,,,,1,,,
flash.ui.Keyboard,,1,J,,,uint,flash.Keyboard,1,flash.Keyboard.J,,,,1,,,
flash.ui.Keyboard,,1,STRING_F24,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F24,,,,1,,,
flash.ui.Keyboard,,1,STRING_F22,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F22,,,,1,,,
flash.ui.Keyboard,,1,STRING_F25,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F25,,,,1,,,
flash.ui.Keyboard,,1,L,,,uint,flash.Keyboard,1,flash.Keyboard.L,,,,1,,,
flash.ui.Keyboard,,1,STRING_F26,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F26,,,,1,,,
flash.ui.Keyboard,,1,M,,,uint,flash.Keyboard,1,flash.Keyboard.M,,,,1,,,
flash.ui.Keyboard,,1,K,,,uint,flash.Keyboard,1,flash.Keyboard.K,,,,1,,,
flash.ui.Keyboard,,1,N,,,uint,flash.Keyboard,1,flash.Keyboard.N,,,,1,,,
flash.ui.Keyboard,,1,STRING_F28,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F28,,,,1,,,
flash.ui.Keyboard,,1,O,,,uint,flash.Keyboard,1,flash.Keyboard.O,,,,1,,,
flash.ui.Keyboard,,1,STRING_F29,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F29,,,,1,,,
flash.ui.Keyboard,,1,STRING_F27,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F27,,,,1,,,
flash.ui.Keyboard,,1,STRING_F30,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F30,,,,1,,,
flash.ui.Keyboard,,1,Q,,,uint,flash.Keyboard,1,flash.Keyboard.Q,,,,1,,,
flash.ui.Keyboard,,1,STRING_F31,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F31,,,,1,,,
flash.ui.Keyboard,,1,R,,,uint,flash.Keyboard,1,flash.Keyboard.R,,,,1,,,
flash.ui.Keyboard,,1,P,,,uint,flash.Keyboard,1,flash.Keyboard.P,,,,1,,,
flash.ui.Keyboard,,1,S,,,uint,flash.Keyboard,1,flash.Keyboard.S,,,,1,,,
flash.ui.Keyboard,,1,STRING_F33,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F33,,,,1,,,
flash.ui.Keyboard,,1,T,,,uint,flash.Keyboard,1,flash.Keyboard.T,,,,1,,,
flash.ui.Keyboard,,1,STRING_F34,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F34,,,,1,,,
flash.ui.Keyboard,,1,STRING_F32,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F32,,,,1,,,
flash.ui.Keyboard,,1,STRING_F35,,,String,flash.Keyboard,1,flash.Keyboard.STRING_F35,,,,1,,,
flash.ui.Keyboard,,1,V,,,uint,flash.Keyboard,1,flash.Keyboard.V,,,,1,,,
flash.ui.Keyboard,,1,STRING_INSERT,,,String,flash.Keyboard,1,flash.Keyboard.STRING_INSERT,,,,1,,,
flash.ui.Keyboard,,1,W,,,uint,flash.Keyboard,1,flash.Keyboard.W,,,,1,,,
flash.ui.Keyboard,,1,U,,,uint,flash.Keyboard,1,flash.Keyboard.U,,,,1,,,
flash.ui.Keyboard,,1,X,,,uint,flash.Keyboard,1,flash.Keyboard.X,,,,1,,,
flash.ui.Keyboard,,1,STRING_HOME,,,String,flash.Keyboard,1,flash.Keyboard.STRING_HOME,,,,1,,,
flash.ui.Keyboard,,1,Y,,,uint,flash.Keyboard,1,flash.Keyboard.Y,,,,1,,,
flash.ui.Keyboard,,1,STRING_BEGIN,,,String,flash.Keyboard,1,flash.Keyboard.STRING_BEGIN,,,,1,,,
flash.ui.Keyboard,,1,STRING_DELETE,,,String,flash.Keyboard,1,flash.Keyboard.STRING_DELETE,,,,1,,,
flash.ui.Keyboard,,1,STRING_END,,,String,flash.Keyboard,1,flash.Keyboard.STRING_END,,,,1,,,
flash.ui.Keyboard,,1,STRING_PAGEUP,,,String,flash.Keyboard,1,flash.Keyboard.STRING_PAGEUP,,,,1,,,
flash.ui.Keyboard,,1,BACK,,,uint,flash.Keyboard,1,flash.Keyboard.BACK,,,,1,,,
flash.ui.Keyboard,,1,Z,,,uint,flash.Keyboard,1,flash.Keyboard.Z,,,,1,,,
flash.ui.Keyboard,,1,STRING_PRINTSCREEN,,,String,flash.Keyboard,1,flash.Keyboard.STRING_PRINTSCREEN,,,,1,,,
flash.ui.Keyboard,,1,STRING_SCROLLLOCK,,,String,flash.Keyboard,1,flash.Keyboard.STRING_SCROLLLOCK,,,,1,,,
flash.ui.Keyboard,,1,STRING_PAGEDOWN,,,String,flash.Keyboard,1,flash.Keyboard.STRING_PAGEDOWN,,,,1,,,
flash.ui.Keyboard,,1,STRING_PAUSE,,,String,flash.Keyboard,1,flash.Keyboard.STRING_PAUSE,,,,1,,,
flash.ui.Keyboard,,1,STRING_SYSREQ,,,String,flash.Keyboard,1,flash.Keyboard.STRING_SYSREQ,,,,1,,,
flash.ui.Keyboard,,1,STRING_BREAK,,,String,flash.Keyboard,1,flash.Keyboard.STRING_BREAK,,,,1,,,
flash.ui.Keyboard,,1,STRING_RESET,,,String,flash.Keyboard,1,flash.Keyboard.STRING_RESET,,,,1,,,
flash.ui.Keyboard,,1,STRING_STOP,,,String,flash.Keyboard,1,flash.Keyboard.STRING_STOP,,,,1,,,
flash.ui.Keyboard,,1,STRING_MENU,,,String,flash.Keyboard,1,flash.Keyboard.STRING_MENU,,,,1,,,
flash.ui.Keyboard,,1,STRING_USER,,,String,flash.Keyboard,1,flash.Keyboard.STRING_USER,,,,1,,,
flash.ui.Keyboard,,1,STRING_SYSTEM,,,String,flash.Keyboard,1,flash.Keyboard.STRING_SYSTEM,,,,1,,,
flash.ui.Keyboard,,1,STRING_PRINT,,,String,flash.Keyboard,1,flash.Keyboard.STRING_PRINT,,,,1,,,
flash.ui.Keyboard,,,capsLock,,,Boolean,flash.Keyboard,,,,,,1,,,
flash.ui.Keyboard,,,numLock,,,Boolean,flash.Keyboard,,,,,,1,,,
flash.ui.Keyboard,,,hasVirtualKeyboard,,,Boolean,flash.Keyboard,,,,,,1,,,
flash.ui.Keyboard,,,physicalKeyboardType,,,String,flash.Keyboard,,,,,,1,,,
flash.ui.Keyboard,,,,,isAccessible,Boolean,flash.Keyboard,,,,,,1,,,
